코드 번호,회사명,업종 (대),업종 (소),종합점수,종합랭킹,1개월 등락률 (%),높은순서  (비중 5),3개월 등락률 (%),높은순서  (비중 5),6개월 등락률 (%),높은순서  (비중 5),9개월 등락률 (%),높은순서  (비중 5),1년 등락률 (%),높은순서  (비중 5),과거 PCR,낮은순서(값>0)  (비중 5),과거 PFCR,낮은순서(값>0)  (비중 5),발표 PSR,낮은순서(값>0)  (비중 5),발표 PBR,낮은순서(값>0)  (비중 5),발표 분기 PER,낮은순서(값>0)  (비중 5),과거 EV/EBITDA (%),낮은순서(값>0)  (비중 5),발표 POR,낮은순서(값>0)  (비중 5),
A012280,영화금속,자동차 및 관련부품,엔진부품,66.92,592,27.8,217,22.8,410,12.3,958,63.1,449,35.7,635,7.54,609,7.58,415,0.65,699,1.71,1267,-11.82,1460,0,1661,-29.18,1458,
A122990,와이솔,IT 장비 및 소재,스마트폰 부품,66.91,593,10.5,899,1.9,1225,20.2,753,27.7,889,16.4,932,7.25,593,13.35,650,1.33,1189,1.33,1042,20.92,889,5.1,287,19.94,893,
A077970,STX엔진,조선,조선기자재,66.91,593,16.3,533,-4.5,1684,2.5,1247,20.7,1060,4.9,1175,3.67,277,4.35,206,0.28,274,0.69,503,-19.04,1460,16.18,1023,16.4,799,
A000120,CJ대한통운,운송 및 물류,육상운송,66.8,595,4.1,1525,4.4,1056,1.2,1294,25.8,928,7.8,1106,5.16,428,8,433,0.35,369,1.22,977,22.44,919,9.03,661,11.27,571,
A003380,하림지주,지주사,지주사,66.79,596,7.2,1204,5.1,1029,-6.6,1753,-2.8,1784,-11.1,1733,1.12,38,-11.26,1319,0.08,22,0.35,103,16.95,803,6.62,454,2.13,28,
A004800,효성,섬유 및 의류,섬유,66.78,597,8.5,1079,18.6,527,15,889,16.5,1173,0.4,1305,7.25,593,7.55,411,0.56,605,0.75,563,-4.72,1460,17.49,1069,11.68,599,
A072870,메가스터디,일반서비스,교육,66.77,598,3.9,1547,6.3,967,4.8,1181,-0.8,1738,0.4,1305,6.44,530,7.31,397,1.08,1056,0.51,273,6.76,305,1.4,41,21.83,935,
A039020,이건홀딩스,지주사,지주사,66.76,599,14.3,643,4.7,1044,-3.4,1630,19.9,1083,4.5,1185,-31.4,1606,-6.17,1319,0.14,83,0.4,151,11.88,613,9.92,724,5.26,196,
A054950,제이브이엠,의료기기 및 용품,의료기기,66.76,600,17.8,466,18.5,531,12.3,958,80.1,324,40.5,592,12.39,884,17.92,786,2.14,1479,1.97,1394,36.68,1116,11.92,849,20.25,899,
A112610,씨에스윈드,에너지,풍력,66.74,603,28.4,209,31.3,289,214.1,25,257.5,43,265.7,43,331.02,1575,-26.31,1319,2.48,1562,5.72,1998,26.87,994,24.5,1230,25.2,997,
A108320,실리콘웍스,디스플레이 장비 및 부품,디스플레이 부품,66.74,601,3.3,1603,-6.7,1782,15.1,886,39.1,698,27.9,740,12.2,873,15.11,705,0.73,782,1.48,1129,5.17,194,7.22,504,8.07,386,
A064960,S&T모티브,자동차 및 관련부품,기타 자동차부품,66.74,601,-1.8,2055,-9.2,1880,13.5,925,21.4,1041,21.7,834,5.54,466,7.13,391,0.78,830,0.95,747,10.35,540,3.57,165,8.47,408,
A053300,한국정보인증,IT서비스,공인인증서,66.73,604,16.3,533,26.1,353,31.3,548,142.2,128,116.5,180,19.23,1103,21.1,847,5.71,1899,2.89,1681,28.14,1017,15.58,999,25.24,998,
A015710,코콤,건설 및 건축자재,홈네트워크,66.68,605,12.5,752,11.4,778,9.9,1027,18.4,1119,5.8,1158,14.81,978,28.85,933,1.03,1015,0.99,795,10.74,561,8.26,596,11.49,586,
A003850,보령제약,제약 및 바이오,제약,66.68,605,47.1,85,24.5,380,33.3,518,71.7,383,32.5,679,21.08,1144,37.88,1012,1.74,1353,2.87,1679,32.12,1067,16.26,1030,23.53,968,
A003240,태광산업,섬유 및 의류,섬유,66.65,607,8.2,1109,15.7,612,-4.2,1667,-4.2,1828,-28.6,2078,3.22,232,5.84,313,0.34,352,0.26,36,5.75,237,0,1661,4.96,180,
A227840,현대코퍼레이션홀딩스,지주사,지주사,66.65,607,10.9,870,15.3,631,10.4,1011,17.7,1139,-3.3,1533,-8.57,1606,-6.05,1319,0.65,699,0.56,347,5.55,213,6.39,432,10.14,505,
A041650,상신브레이크,자동차 및 관련부품,제동장치,66.64,609,18.9,423,19.1,518,12,965,-5.5,1859,-20.2,1950,-27.09,1606,-3.23,1319,0.18,126,0.4,151,8.02,399,7.45,529,9.3,462,
A900270,헝셩그룹,유아동산업,유아동산업,66.62,610,10,935,3.3,1122,-14,1961,-16.5,2064,-39.7,2157,0.82,19,1,19,0.29,289,0.19,11,2.73,55,0,1661,1.61,19,
A080000,에스엔유,디스플레이 장비 및 부품,디스플레이 장비,66.59,611,4.4,1495,17.9,541,9.9,1027,17.9,1134,62.3,410,10.18,762,10.5,532,1.72,1344,1.13,920,26.48,984,7.63,542,12.29,630,
A344820,케이씨씨글라스,건설 및 건축자재,창호,66.57,612,25.5,258,26.5,344,-1.1,1543,36.9,734,0,1313,5.9,493,5.9,320,0.63,682,30.17,2189,7.54,362,29.73,1299,16.15,788,
A950180,SNK,미디어 및 엔터,게임,66.53,613,75.1,30,61.3,108,-4.2,1667,44.4,629,29.6,713,12.23,874,12.41,612,5.09,1865,1.41,1085,3422.73,1456,6.89,473,16.98,823,
A078340,컴투스,미디어 및 엔터,게임,66.51,614,20.1,388,5.9,988,24.1,663,35.1,756,34.9,649,14.69,973,14.89,694,3.48,1713,1.78,1304,22.43,918,8,576,14.34,719,
A006140,피제이전자,의료기기 및 용품,의료기기,66.5,615,15.2,590,18.7,524,48.1,354,54.4,519,33.3,669,650.88,1590,990,1313,0.99,994,0.92,721,36.18,1110,18.23,1087,19.04,873,
A123750,알톤스포츠,레저산업,자전거,66.48,616,21,352,20,487,-2.3,1585,140.3,129,83.4,308,5.99,498,-16.1,1319,1.22,1134,2.22,1490,6.11,257,0,1661,35.92,1127,
A060370,KT서브마린,건설 및 건축자재,중견건설사,66.46,617,5.1,1420,38.7,212,30,565,48.9,582,22.6,819,12.09,868,12.04,595,1.91,1408,1.15,935,4.46,152,44.49,1413,180.57,1385,
A089010,켐트로닉스,IT 장비 및 소재,스마트폰 부품,66.44,618,4.7,1470,23.8,398,38.9,445,21,1054,13,988,6.38,525,-15.83,1319,0.57,614,2.71,1643,8.46,432,10.01,731,14.66,740,
A095660,네오위즈,미디어 및 엔터,게임,66.4,619,11.3,837,-24.3,2173,4.5,1190,36.2,743,41.6,577,9.11,703,9.16,478,1.78,1362,1.37,1063,9.09,468,5.69,349,8.82,426,
A052420,오성첨단소재,디스플레이 장비 및 부품,디스플레이 장비,66.38,620,33.6,150,83.8,58,85.3,158,114.1,192,53.3,470,22.32,1168,-77.64,1319,3.77,1751,1.64,1230,71.35,1264,36.54,1357,63.08,1256,
A001130,대한제분,식음료,식료품,66.36,621,7.6,1167,-12.9,1990,9.6,1043,13.3,1237,-2,1498,7.18,590,-7.13,1319,0.26,253,0.32,82,10.86,568,3.77,179,9.19,453,
A081580,성우전자,IT 장비 및 소재,스마트폰 부품,66.35,622,8,1128,18.2,538,25.9,627,2.9,1526,-4,1543,5.73,482,-18.5,1319,0.36,380,0.4,151,26.02,977,4.78,252,-5.65,1458,
A038880,아이에이,자동차 및 관련부품,전장부품,66.35,622,20,391,44.3,177,15.2,884,35.3,750,14.3,966,11.92,858,12.41,612,2.76,1613,2.32,1520,12.24,631,18.6,1096,19.59,883,
A082210,옵트론텍,IT 장비 및 소재,카메라모듈,66.32,624,23.2,304,12.2,740,38.3,452,19.9,1083,-0.8,1457,19.68,1118,-8,1319,0.86,894,1.45,1105,12.31,634,9.15,669,11.98,614,
A035610,솔본,지주사,지주사,66.31,625,9.9,951,21.8,436,11.4,979,16.3,1178,14.6,958,10.14,757,10.81,548,1.31,1183,0.85,658,-54.64,1460,6.25,416,18.75,867,
A033530,세종공업,자동차 및 관련부품,기타 자동차부품,66.29,626,0,1856,-4.4,1677,65.7,243,111,201,97,248,11.35,826,-6.03,1319,0.21,170,0.67,469,-8.34,1460,6.75,468,-38.52,1458,
A024900,덕양산업,자동차 및 관련부품,차량 내장재,66.28,627,-1.9,2059,-10.4,1914,68.9,224,56.2,502,52.2,480,2.35,133,-8.46,1319,0.05,5,1.27,1003,11.54,602,9.51,698,-10.85,1458,
A000660,SK하이닉스,반도체 관련장비 및 부품,종합 반도체,66.2,628,22,328,29.1,315,7.9,1092,5.9,1430,21.1,844,6.59,542,183.55,1252,2.3,1518,1.41,1085,16.47,777,6.33,427,16.57,808,
A080420,모다이노칩,IT 장비 및 소재,스마트폰 부품,66.14,629,6.5,1279,66.2,97,43.8,397,35.5,748,34.2,655,20.81,1134,-7.13,1319,0.83,864,0.96,760,-15.94,1460,14.06,939,15.89,781,
A008970,동양철관,철강 및 비철강,강관,66.12,630,16.1,549,15.4,626,4.5,1190,26,920,8.9,1082,12.38,882,23.78,885,0.77,816,1.58,1183,16.67,784,10.77,777,14.83,743,
A030610,교보증권,금융,증권,66.05,631,18.2,446,13.6,688,3.2,1221,4.1,1492,-16,1856,-1.5,1606,-1.47,1319,1.12,1074,0.41,164,3.81,113,5.43,313,4.7,163,
A008870,금비,종이 및 용기,용기 및 포장재,66.04,632,9,1039,11,798,7.6,1102,7.8,1388,-4.6,1559,2.57,159,-21.68,1319,0.28,274,0.59,379,-42.27,1460,7.42,525,9.2,455,
A322000,현대에너지솔루션,에너지,태양광,66.03,633,16.4,531,36.8,233,41,425,46.2,608,190.8,87,-92.44,1606,-16.34,1319,1.05,1032,1.4,1077,-17.8,1460,16.2,1025,29.42,1056,
A096770,SK이노베이션,석유 및 가스,정유,66.02,634,37.8,123,16.9,574,36.8,475,51.8,549,17.3,911,7.97,632,-11.65,1319,0.41,443,1.06,857,-168.89,1460,0,1661,-7.53,1458,
A005990,매일홀딩스,지주사,지주사,65.99,635,9.1,1031,7.8,897,-4.2,1667,-12.9,2015,-15,1824,2.41,142,-14.15,1319,0.07,13,0.42,177,125.95,1344,0.96,27,1.44,14,
A001380,SG충방,자동차 및 관련부품,차량 시트,65.94,636,20.9,357,14,672,61.8,263,57.7,489,23.2,808,-20.63,1606,-11.37,1319,0.83,864,0.76,574,54.1,1214,26.27,1267,29.09,1050,
A037710,광주신세계,유통,백화점,65.92,637,-2.6,2075,2.4,1189,3.4,1213,-1.6,1756,-13.3,1773,3.96,309,3.97,175,1.6,1293,0.36,112,6.87,311,2.83,107,4.87,174,
A134790,시디즈,가정용품,가구,65.91,638,-6.4,2153,-18.3,2084,25.3,636,40.3,684,31.8,691,7.08,580,7.03,384,0.49,525,2.94,1692,6.91,315,6.6,453,6.47,292,
A014580,태경비케이,철강 및 비철강,광물,65.9,639,11.3,837,2.7,1161,-1.5,1561,9.6,1339,-10,1706,2.39,138,3.19,125,0.59,634,0.8,604,100.67,1316,5.96,382,13.58,690,
A006220,제주은행,금융,은행,65.89,640,10,935,15.5,621,-0.3,1502,1.8,1554,-14,1796,-0.72,1606,-0.66,1319,0.57,614,0.22,21,7.31,343,2.58,93,3.53,92,
A007980,태평양물산,섬유 및 의류,의류,65.87,641,20,391,1.6,1244,-20,2092,-14.9,2050,-28.5,2077,2.26,127,14.45,678,0.1,39,0.55,329,5.57,218,10.8,782,9.43,473,
A099320,쎄트렉아이,기계,우주항공,65.85,642,20.6,368,1.4,1256,23,686,20.6,1063,54.5,461,7.73,620,9.72,500,2.54,1574,2.95,1695,17.83,824,8.16,588,18.91,870,
A032280,삼일,운송 및 물류,육상운송,65.79,644,12,801,2,1218,3.6,1207,2.6,1535,0.5,1301,7.33,601,7.53,409,0.37,393,0.47,233,1.78,23,69.62,1500,81,1299,
A000910,유니온,건설 및 건축자재,시멘트 및 레미콘,65.79,643,2.3,1690,-29,2202,13.1,934,117.7,182,63.1,404,7.46,607,-8.43,1319,0.54,582,1.04,838,3.11,77,15.7,1004,13.29,680,
A037070,파세코,가정용품,주방용품,65.77,645,7.3,1191,15.7,612,-23.9,2145,51.3,555,55.7,451,10.76,793,10.78,545,0.93,956,2.28,1507,8.42,431,10.95,794,10.72,545,
A185750,종근당,제약 및 바이오,제약,65.76,646,14.1,663,-4.1,1666,74,204,96.6,246,98.3,241,20.47,1131,28.83,932,1.5,1252,3.49,1797,13.55,684,15.04,985,14.41,726,
A031330,에스에이엠티,유통,유통,65.76,648,7.5,1172,14.2,662,8.9,1061,6,1427,2.2,1247,146.62,1532,475,1295,0.21,170,0.94,743,6.12,259,8.49,618,7.24,342,
A034220,LG디스플레이,디스플레이 장비 및 부품,디스플레이 부품,65.76,646,8.5,1079,2.3,1195,26,624,13,1245,2,1254,2.52,151,-3.23,1319,0.24,222,0.5,264,44.91,1174,7.63,542,-4.8,1458,
A009300,삼아제약,제약 및 바이오,제약,65.75,649,13,724,-7.3,1816,21.4,726,27.5,894,11.9,1020,8.07,638,8.42,450,1.78,1362,0.68,487,-76.82,1460,4.65,240,14.04,712,
A040300,YTN,미디어 및 엔터,미디어,65.73,650,-11.2,2189,-4.9,1705,49.1,350,49.1,579,52.3,479,4.99,412,5.3,279,0.89,921,0.64,431,-16.23,1460,8.62,626,33.91,1104,
A009310,참엔지니어링,디스플레이 장비 및 부품,디스플레이 장비,65.7,651,25.8,255,28.7,321,10.1,1019,20.2,1071,27.7,746,-2.29,1606,-2.23,1319,0.58,626,1,801,1.62,18,0,1661,33.59,1100,
A140910,에이리츠,일반서비스,부동산,65.69,652,-10.6,2184,23.8,398,24.6,654,34.4,768,17.8,906,-48.97,1606,-61,1319,0.48,517,0.95,747,47.36,1193,4.1,204,2.68,48,
A073560,우리손에프앤지,식음료,사료,65.64,653,1.5,1746,-4.1,1666,-12.8,1931,10.9,1296,3.7,1205,4.22,338,6.79,370,0.6,648,0.67,469,5.81,242,5.02,280,7.66,367,
A054090,삼진엘앤디,디스플레이 장비 및 부품,디스플레이 부품,65.63,654,0.5,1818,2.2,1204,16.3,850,41.3,668,63.1,404,7.94,629,15.35,714,0.44,478,0.91,712,34.89,1100,10.12,736,59.21,1246,
A090710,휴림로봇,기계,산업용 로봇,65.63,655,43,95,180.1,7,135.1,70,132.9,146,75.5,353,-31.95,1606,-30.87,1319,7.26,1952,3.81,1846,2.53,47,0,1661,-33.96,1458,
A045300,성우테크론,반도체 관련장비 및 부품,반도체장비,65.59,656,7.1,1217,-28.7,2201,31.8,539,33.5,787,33.6,664,9.51,722,11.95,589,1.35,1196,0.92,721,12.12,625,7.24,506,16.48,802,
A005290,동진쎄미켐,디스플레이 장비 및 부품,디스플레이 부품,65.58,657,13.6,695,-7.9,1838,49.4,348,103,225,113.5,189,13.62,941,32.5,970,1.72,1344,3.64,1819,16.1,766,10.92,792,12.53,645,
A056700,신화인터텍,디스플레이 장비 및 부품,디스플레이 부품,65.57,658,12.2,781,11.2,786,-4.5,1677,14.5,1217,-22,1986,11.78,849,15.59,720,0.34,352,0.82,629,3.57,101,8.71,639,17.54,839,
A033540,파라텍,기계,기계,65.57,658,108,5,112.6,29,130.8,78,211.1,64,185.1,91,-528.88,1606,-34.22,1319,1.93,1417,3.38,1773,33.14,1082,749.56,1654,-286.63,1458,
A071050,한국금융지주,지주사,지주사,65.53,660,8,1128,11.9,753,33.3,518,19.9,1083,2.9,1230,-1.25,1606,-1.24,1319,2.75,1609,0.77,580,4.15,138,6.2,409,5.56,213,
A002380,KCC,건설 및 건축자재,페인트,65.51,661,9.8,962,16.7,578,7.7,1097,1.2,1573,-14.6,1814,3.51,261,19.16,810,0.34,352,0.33,92,-3.91,1460,11.32,820,15.39,770,
A101170,우림기계,기계,중장비 및 관련품,65.51,662,1.6,1742,42.8,187,58.5,289,56.4,499,48.9,515,18.09,1077,25.04,899,1.1,1064,0.74,556,93,1305,43.88,1412,28.3,1045,
A078590,OQP,자동차 및 관련부품,차량 내장재,65.5,663,38.1,119,42.4,188,41.5,417,168.8,97,398.3,19,115.56,1513,672.57,1306,5.49,1885,4.84,1938,4.12,137,89.55,1527,941.6,1446,
A001720,신영증권,금융,증권,65.5,664,15.1,599,11.4,778,14.4,901,6.3,1418,-2.9,1522,-0.47,1606,-0.46,1319,2.02,1443,0.41,164,2.94,65,8.29,602,4.92,176,
A034950,한국기업평가,일반서비스,신용정보,65.49,665,13.9,677,18.3,536,36.6,476,80,326,75.8,349,14.79,977,16.9,758,4.99,1854,5.44,1984,38.65,1127,10.77,777,14.98,753,
A241560,두산밥캣,기계,기계,65.45,666,4.2,1513,11.5,773,11.1,990,7.3,1400,-5.5,1584,9.58,731,18.55,797,0.7,751,0.72,533,10.86,568,7.91,568,8.27,397,
A002690,동일제강,철강 및 비철강,선재(와이어),65.44,667,1.5,1746,15.7,612,10,1023,7,1405,-8.7,1675,2.52,151,2.53,84,0.29,289,0.27,47,-13.29,1460,15.48,997,35.4,1118,
A192250,케이사인,IT서비스,보안서비스,65.44,668,14.3,643,16.7,578,14.7,897,40.2,686,43.2,559,14.58,967,15.88,731,3.31,1693,2,1411,16.58,781,11.51,830,17.32,832,
A000050,경방,섬유 및 의류,섬유,65.41,669,9.8,962,11.8,759,-6.3,1744,28.1,876,19.3,880,6.59,542,129.4,1221,0.96,979,0.44,206,21.06,891,11.25,813,14.7,741,
A093230,이아이디,석유 및 가스,석유판매,65.37,670,23,309,56,124,40.4,432,66,426,48.5,517,178.91,1542,266.43,1276,1.12,1074,1.53,1160,-6.69,1460,14.53,956,124.33,1348,
A087600,픽셀플러스,반도체 관련장비 및 부품,반도체 설계,65.34,671,37.8,123,26.5,344,59.6,281,60.5,473,29.6,713,-12.67,1606,-12.92,1319,1.34,1191,0.61,406,30.96,1058,0,1661,-34.14,1458,
A009580,무림P&P,종이 및 용기,종이,65.33,672,14.4,637,12.5,723,9.4,1048,-0.3,1721,-16.8,1877,5.46,459,23.16,877,0.4,430,0.37,122,-7.09,1460,8.38,610,13.15,672,
A072710,농심홀딩스,지주사,지주사,65.31,673,6.1,1322,-2.5,1597,-0.6,1521,1.7,1556,0.9,1290,12.26,875,16.57,750,0.62,672,0.37,122,7.52,361,5.9,371,5.32,202,
A000950,전방,섬유 및 의류,섬유,65.31,674,15.1,599,5.6,1002,145.2,62,144.3,125,100,234,-4.71,1606,-2.97,1319,0.49,525,0.78,589,-2.17,1460,0,1661,-2.12,1458,
A053620,태양,종이 및 용기,용기 및 포장재,65.27,675,3,1634,-6,1750,-12.9,1933,7.5,1395,-0.6,1450,3.99,314,4.27,199,0.49,525,0.44,206,19.55,863,1.1,34,7.32,347,
A119850,지엔씨에너지,유틸리티,전력,65.26,676,12.6,746,14.2,662,29.3,577,62.5,453,50.7,495,-9.74,1606,-7.35,1319,0.61,657,1.26,997,301.16,1415,11.58,832,19.92,892,
A071280,로체시스템즈,디스플레이 장비 및 부품,디스플레이 장비,65.24,677,10,935,6.8,941,-1.3,1554,-2.1,1767,19.6,874,6.09,507,-16.82,1319,0.5,538,1.16,940,5.65,226,9.27,675,7.93,382,
A089970,에이피티씨,반도체 관련장비 및 부품,반도체장비,65.23,678,22.6,314,14.3,657,22.6,693,71,388,135.2,143,15.11,998,15.3,710,4.96,1850,4.8,1935,38,1124,15.49,998,17.99,849,
A036490,SK머티리얼즈,반도체 관련장비 및 부품,반도체 부품,65.22,679,16.9,511,4.9,1036,54,315,71,388,52,482,9.55,728,147.27,1232,3.08,1655,5.12,1961,21.88,911,11.1,807,12.38,637,
A246690,TS인베스트먼트,금융,기타 금융,65.17,680,9,1039,56.9,120,46.8,364,86.5,294,60.6,420,25.67,1212,25.53,905,7.64,1960,2.55,1603,28.7,1022,14.66,965,15.4,771,
A141000,비아트론,디스플레이 장비 및 부품,디스플레이 장비,65.16,682,18,457,12.3,733,10.5,1005,7.3,1400,10.9,1039,-73.92,1606,-72,1319,1.7,1331,0.86,667,5.65,226,6.9,475,8.68,420,
A139050,데일리블록체인,운송 및 물류,운송인프라,65.16,681,5.7,1366,80.4,62,94.2,137,94.2,257,29.5,717,11.27,824,13.22,644,0.86,894,4.9,1943,-12.11,1460,24.45,1227,38,1145,
A004910,조광페인트,건설 및 건축자재,페인트,65.15,683,13.2,717,4.1,1074,-7.9,1786,14.9,1204,2,1254,3.88,296,20.03,830,0.36,380,0.35,103,2.3,35,100.45,1542,-31.35,1458,
A130500,GH신소재,자동차 및 관련부품,기타 자동차부품,65.14,684,112.6,4,38.9,210,208.7,26,170,95,258.3,50,-190.21,1606,-29.42,1319,2.19,1492,2.85,1674,47.7,1196,108.41,1551,-632.5,1458,
A297570,알로이스,전기 및 전자기기,전자기기,65.11,685,20.5,376,25.9,357,18.8,782,16.9,1158,2.4,1245,13.62,941,13.27,646,1.67,1316,2.59,1615,24.77,956,10.45,755,10.68,542,
A020000,한섬,섬유 및 의류,의류,65.08,686,5.4,1387,-7.7,1829,-7.6,1775,18.1,1126,-6.4,1611,6.07,506,6.87,372,0.61,657,0.66,458,9.2,473,3.58,166,7.2,337,
A084110,휴온스글로벌,제약 및 바이오,제약,65.07,687,10,935,-11.5,1943,-6.1,1736,6.7,1408,-1.2,1469,5.33,448,13.78,656,0.7,751,0.88,688,7.94,393,3.3,145,4.18,128,
A066130,하츠,건설 및 건축자재,건축자재,65.06,688,12.6,746,5.8,995,-0.7,1524,11.5,1284,0.8,1295,8.63,676,8.63,458,0.76,807,1.07,866,9.24,477,14.03,937,12.36,636,
A046890,서울반도체,전기 및 전자기기,LED,65,689,7.4,1181,3,1145,33,523,17.9,1134,38.9,607,9.26,708,15.33,712,0.97,982,1.58,1183,25.43,966,9.83,714,18.53,861,
A267290,경동도시가스,유틸리티,도시가스,64.99,690,0,1856,12.3,733,0.5,1321,5.4,1448,-13.7,1787,4.89,404,-11.57,1319,0.09,29,0.32,82,-99.19,1460,0.02,1,6.32,279,
A017670,SK텔레콤,통신,통신서비스,64.97,691,11,861,-2.1,1570,6.3,1139,14.2,1220,-1.9,1495,3.94,304,16.55,748,1.05,1032,0.8,604,12.39,639,5.47,321,16.18,791,
A042700,한미반도체,반도체 관련장비 및 부품,반도체장비,64.92,692,12.4,764,18.4,533,39,443,33.8,782,99,237,-375.44,1606,-120.83,1319,2.9,1635,2.46,1574,8.6,439,12.21,865,10.6,539,
A001340,백광산업,화학,기타 화학,64.85,693,9.3,1007,-1.5,1538,17.3,821,21.1,1051,42.4,565,7.15,586,-12.07,1319,0.88,913,0.87,680,46.23,1182,7.32,517,11.35,575,
A006280,녹십자,제약 및 바이오,제약,64.84,694,19.2,414,38.8,211,139.9,64,205.6,70,182.6,92,224.41,1557,-44.02,1319,2.88,1633,3.8,1844,17.15,809,53.41,1453,77.23,1290,
A049550,잉크테크,전기 및 전자기기,전자기기,64.83,695,36.1,134,37.9,221,27.5,602,32.3,811,9.2,1075,13,922,14.83,690,1.37,1205,1.86,1346,14.34,713,142.8,1582,-40.12,1458,
A036690,코맥스,건설 및 건축자재,홈네트워크,64.82,696,15.4,580,-7.1,1808,41.3,422,56.4,499,30.7,699,-37.21,1606,-22.29,1319,0.57,614,1.12,908,18.77,837,10.18,741,14.44,730,
A016800,퍼시스,가정용품,가구,64.78,697,0.3,1835,4.4,1056,5.7,1155,4.2,1488,-0.2,1437,6.39,527,6.39,344,1.17,1101,0.75,563,7.39,354,5.26,301,11.91,612,
A047050,포스코인터내셔널,일반서비스,무역,64.77,698,0,1856,-5.7,1736,-16.4,2009,-10.1,1972,-27.7,2066,1.82,87,2,56,0.08,22,0.51,273,6.96,320,5.19,295,3.38,83,
A014680,한솔케미칼,IT 장비 및 소재,IT 소재 및 부품,64.76,699,10.6,889,-1,1507,35.1,497,66.7,418,58.2,437,11.58,837,19.01,806,2.75,1609,3.28,1758,11.11,577,11.34,822,12.16,621,
A186230,그린플러스,철강 및 비철강,광물,64.72,700,12.4,764,21.1,454,68.6,226,180.7,87,142.8,132,274.23,1566,-135.56,1319,2.03,1446,3.13,1731,41.95,1156,16.93,1053,18.21,853,
A123700,SJM,자동차 및 관련부품,기타 자동차부품,64.72,700,-2.7,2077,22.3,421,5.1,1174,0.2,1596,-22.2,1992,2.62,168,3.15,117,0.34,352,0.29,59,11.82,611,0,1661,10.93,559,
A280360,롯데제과,식음료,식료품,64.67,702,5,1433,1.5,1253,-17.3,2035,-23.4,2123,-30.2,2095,2.79,187,3.9,171,0.32,328,0.53,301,6.26,274,5.6,340,6.13,259,
A079950,인베니아,디스플레이 장비 및 부품,디스플레이 장비,64.64,703,13.8,680,52.6,144,56.6,302,44.1,633,26.6,755,-21.44,1606,-15.68,1319,0.52,564,1.59,1193,-5.27,1460,16.1,1019,36.32,1131,
A017810,풀무원,식음료,식료품,64.64,704,2.9,1641,-13.5,2001,7,1119,45.9,614,71.1,364,5.65,475,-38.72,1319,0.26,253,1.46,1116,13.25,668,7.47,531,13.94,706,
A024850,피에스엠씨,반도체 관련장비 및 부품,반도체 부품,64.64,704,53.8,71,102.3,38,100,121,69,398,64.1,398,24.19,1193,45.71,1063,1.73,1349,3.4,1777,-23.67,1460,62.97,1481,-40,1458,
A024740,한일단조,자동차 및 관련부품,동력전달장치,64.61,706,4.7,1470,-6.9,1795,18.6,787,38.1,712,28.4,735,2.52,151,4.97,254,0.48,517,0.58,369,-16.47,1460,19.01,1106,-14.66,1458,
A000020,동화약품,제약 및 바이오,제약,64.61,707,7,1230,-23.2,2164,29.8,568,180.4,88,136.1,140,12.09,868,13.54,652,1.87,1397,1.66,1236,11.37,596,13.87,928,22.38,948,
A089230,THE E&M,철강 및 비철강,강관,64.59,708,141.2,3,143.7,16,134.9,71,106.6,213,46.5,539,33.52,1310,150.43,1235,3.87,1765,2.84,1670,-52650,1460,25.5,1255,75.21,1283,
A192440,슈피겐코리아,IT 장비 및 소재,스마트폰 부품,64.56,709,2.9,1641,-9.6,1891,-3.2,1622,40.4,683,33.3,669,14.35,962,18,789,1.03,1015,1.17,948,3.35,85,5.53,329,5.21,193,
A100090,삼강엠앤티,조선,조선기자재,64.56,711,27.4,225,20.2,481,333.7,9,408.6,14,316.4,31,-52.73,1606,-46.07,1319,1.48,1250,4.45,1902,209.04,1390,36.02,1351,59.94,1250,
A000430,대원강업,자동차 및 관련부품,스프링,64.56,709,-2.4,2071,17.6,552,24.7,651,17.6,1140,16.8,924,-62.56,1606,-18.77,1319,0.29,289,0.52,287,12,617,7,481,19.84,890,
A091580,상신이디피,IT 장비 및 소재,2차전지,64.54,712,4.8,1456,0.4,1327,42.9,406,72.4,377,62.1,411,11.2,821,142.42,1229,1.17,1101,2.61,1620,13.35,671,10.88,789,12.21,625,
A018880,한온시스템,자동차 및 관련부품,공조부품,64.53,713,34.4,145,14.4,653,47.5,358,41.3,668,40.7,586,18.08,1076,179.32,1249,1.19,1119,3.68,1827,40.84,1145,14.95,979,27.46,1030,
A053260,금강철강,철강 및 비철강,강판,64.52,714,3.3,1603,11.1,789,1.5,1283,2.3,1547,-6.6,1617,11.71,844,14.07,668,0.37,393,0.56,347,16.86,798,0.26,8,22.11,940,
A024110,기업은행,금융,은행,64.49,716,13.8,680,13.1,700,-4.4,1676,-1.4,1750,-21.5,1977,-0.76,1606,-0.76,1319,0.66,706,0.28,53,4.75,167,3.02,121,3.49,89,
A083550,케이엠,반도체 관련장비 및 부품,클린룸,64.49,715,-1.1,2027,-22.5,2152,-31.1,2194,17,1157,89.9,271,5.58,468,8.78,467,0.75,799,1.19,960,3.46,94,3.68,173,3.35,81,
A078140,대봉엘에스,가정용품,화장품,64.48,717,14.5,628,-19.1,2097,24.6,654,73.8,366,68.1,377,11.15,819,-48.62,1319,1.63,1305,1.47,1122,19.35,859,8.86,651,12.64,649,
